title,text,tag,allTtags,link
Java Equivalent of C++’s lower_bound() Method,"The lower_bound() method of C++ return the index of the first element in the array which has a value not less than key. This means that the function returns the index of the next smallest number just greater than or equal to that number. If there are multiple values that are equal to the number, lower_bound() returns the index of the first such value.Examples:  Now let us discuss out the methods in order to use lower bound() method in order to get the index of the next smallest number just greater than or equal to that number.Methods:Method 1: Using linear search Approach:We can use linear search to find lower bound. We will iterate over the array starting from the 0th index until we find a value equal to or greater than the key.ExampleTime Complexity: O(N), where N is the number of elements in the array.Auxiliary Space: O(1) We can use an efficient approach of binary search to search the key in the sorted array in O(log2 n) as proposed in the below example Method  2: Using binary search iterativelyProcedure:ExampleNow as usual optimizing further away by providing a recursive approach following the same procedure as discussed above.Method 3: Using binary search recursivelyMethod 4: Using binarySearch() method of Arrays utility classWe can also use the in-built binary search implementation of Arrays utility class (or Collections utility class). The function returns an index of the search key, if it is contained in the array; otherwise, (-(insertion point) – 1). The insertion point is defined as the point at which the key would be inserted into the array. Approach:ExampleNote: We can also find mid-value via any one of them",cpp,"['Blogathon-2021', 'Blogathon', 'C++', 'Java']",https://www.geeksforgeeks.org/java-equivalent-of-cpp-lower_bound-method/
Incedo Inc. Interview Experience for SDE/Quality Assurance Engineer | On-Campus,"Incedo Inc. visited our college, SRM Institute of Science and Technology in August’21, and everything was conducted in virtual mode.I applied for the role of Software Development Engineer. While applying for the same we were asked to choose a programming language from C, C++, Java, and Python. I chose C++.There were 3 rounds in the whole process.Round 1: Online TestIt is comprised of 6 sections and each section had a timer. The cut-off for each section was 70%.11215 mins21414 mins31616 mins41215 mins5720 mins67215 minsAfter this, we received the invitation for the next round on the same day. A total of 2270 students appeared for this round and 61 were called for the technical interview.Round 2: Technical InterviewThe interview was conducted the next day. It was a 30 min interview and I was asked-After this, the interviewer asked if I had any questions and I did so I asked a few questions and on the same day I received an invitation for the next round. A total of 61 students appeared for this round and 36 were called for the leadership round.Round 3: Leadership RoundThis round was conducted the next day. It was a 30 min discussion and I was asked-This interview/discussion had gone really well and the interviewer seemed very impressed and sure enough, I got selected. The results came the same day. A total of 36 students appeared for this round and 15 were selected.The 6-month internship starts from Jan’22 and after its completion, we will be converted to full-time roles.Attention reader! Don’t stop learning now. Get hold of all the important DSA concepts with the DSA Self Paced Course at a student-friendly price and become industry ready.  To complete your preparation from learning a language to DS Algo and many more,  please refer Complete Interview Preparation Course.In case you wish to attend live classes with experts, please refer DSA Live Classes for Working Professionals and Competitive Programming Live for Students.",cpp,"['Incedo', 'Marketing', 'On-Campus', 'Algorithms', 'C++', 'Data Structures', 'DBMS', 'Internship', 'Interview Experiences', 'MCQ', 'Placements', 'Program Output']",https://www.geeksforgeeks.org/incedo-inc-interview-experience-for-sde-quality-assurance-engineer-on-campus/
Maximize the rightmost element of an array in k operations in Linear Time,"Given an array arr[ ] of size N and an integer p, the task is to find maximum possible value of rightmost element of array arr[ ] performing at most k operations.In one operation decrease arr[i] by p and increase arr[i+1] by p.Examples:Input: N = 4, p = 2, k = 5, arr = {3, 8, 1, 4}Output: 8Explanation:                     following operation can be performed to achieve max valued rightmost element:                    1. decrease arr[2] by 2 and increase arr[3] by 2, arr = {3, 6, 3, 4}                    2. decrease arr[2] by 2 and increase arr[3] by 2, arr = {3, 4, 5, 4}                    3. decrease arr[2] by 2 and increase arr[3] by 2, arr = {3, 2, 5, 4}                    4. decrease arr[3] by 2 and increase arr[4] by 2, arr = {3, 2, 3, 6}                    5. decrease arr[3] by 2 and increase arr[4] by 2, arr = {3, 2, 1, 8}                    Hence, maximum possible value of rightmost element will be 8.Input: N = 5, p = 1, k = 2, arr = {1, 2, 3, 4, 5}Output: 7Naive Approach: This problem can solved naively using greedy approach. follow the steps below to solve the problem:Below is the implementation of the above approach:Time Complexity: O(N*k)Auxiliary Space: O(1)Efficient Approach: The above approach can be optimized by observing the fact that, i-th element of array arr[ ] can contribute 2 to the element arr[N-1] in N-1-i operations. follow the steps below to solve the problem:Time Complexity: O(N)Auxiliary Space: O(1)",cpp,"['dwivediyash', 'lokeshpotta20', 'maddler', 'SURENDRA_GANGWAR', 'ankthon', 'shivanisinghss2110', 'gulshankumarar231', 'sanjoy_62']",https://www.geeksforgeeks.org/maximize-rightmost-array-element-by-decreasing-an-element-and-increasing-next-one-by-p-in-at-most-k-operations/
C++ program to convert/normalize the given time into standard form,"Given three variables that represent the hours, minutes, and the second, the task is to write a C++ program to normalize/convert the given time into standard form i.e., HR: MIN: SEC format.Examples:Input: HR = 5, MIN = 125, SEC = 130Output: 7:7:10Approach: To normalize the given time, below are the functions/steps using the class: Illustration: For Example Time: 5: 125: 130Below is the implementation of the above approach:Output:",cpp,"['sagartomar9927', 'anikaseth98']",https://www.geeksforgeeks.org/c-program-to-covert-normalize-the-given-time-into-standard-form/
What will happen if a print() statement is written inside a if() such as if(print()),"Pre-requisite: if-elseThis article focuses on discussing what happens when the print statement is used inside the if-else conditional statement.For example: Consider the below code and predict the output.Guessing the Expected Output: Most general guess for the output of this program is some sort of ERROR.Actual Output: But its actual output is a bit strange and not the expected one.  Explanation: Let’s discuss the reason. Let’s understand this by a program below-Explanation: When the printf statement is encountered it goes to the outer printf function and tries to print its value and when the program tries to print its value then it encounters another printf and it goes to inner printf (like a recursive call) to execute it and then it executes it and that inner printf function returns 5 because that function has successfully printed 5 characters (‘G’, ‘F’, ‘G’, ‘!’, and ‘\n’) and hence return an integer value equal to 5 in this case. Will print() used inside if always return true?From the above example, it can be easily understood how printf functions are working inside if statements and how the condition is being satisfied. The condition will always satisfy until and unless an empty string is printed like as shown in the below code- The only idea behind this example is to demonstrate if the printf function returns “0” only then the if condition would turn out to be false. In all other cases, it’ll be true whether the length of the string is 1 or 9999. ",cpp,"['princi singh', '29AjayKumar', 'shikhasingrajput', 'shivanisinghss2110']",https://www.geeksforgeeks.org/what-will-happen-if-a-print-statement-is-written-inside-a-if-such-as-ifprint/
How to find Size of std::forward_list in C++ STL,"Forward list in standard template library of C++. It comes under #include<forward_list> header file. It is implemented as a singly linked list. It was introduced in C++ 11 for the first time. Forward lists are sequence containers that allow constant time insert and erase operations from anywhere within the sequence. In the case of a forward list, fast random access is not supported.Unlike other STL libraries, std::forward_list does not have any size() method. Hence, in this article, we will show you how to get the size of a std::forward_list in C++ STL.There is a problem in retrieving the size of forward lists because std::forward_list doesn’t have any std::size() member function. To get the size of forward lists, one can use std::distance() function.Approach:Since std::distance() function takes two iterators as arguments and it returns an integer, the std::begin() and std::end() function can be passed which points to the address of the first item and the address just after the last item.Syntax:size = distance(forward_list.begin(), forward_list.end());Below is the C++ code to implement the above approach:",cpp,"['CPP-forward-list', 'STL', 'C++', 'C++ Quiz']",https://www.geeksforgeeks.org/how-to-find-size-of-stdforward_list-in-c-stl/
Draw a moving cycle using computer graphics programming in C/C++,"In C graphics, the graphics.h functions are used to draw different shapes like circles, rectangles, etc, display text(any message) in a different format (different fonts and colors). By using the functions in the header graphics.h, programs, animations, and different games can also be made. In this article, let’s discuss how to draw a moving cycle in C using graphics.Functions used:Approach: Following are the steps below to generate a moving cycle:Below is the implementation of the above approach:Output:",cpp,"['c-graphics', 'computer-graphics', 'C++', 'C++ Programs']",https://www.geeksforgeeks.org/draw-a-moving-cycle-using-computer-graphics-programming-in-c-cpp/
Abnormal behavior of floating point and double values,"Float is a 32 bit IEEE 754 single-precision Floating Point Number 1 bit for the sign, (8 bits for the exponent, and 23* for the value), i.e. float has 7 decimal digits of precision.Double is a 64 bit IEEE 754 double precision Floating Point Number (1 bit for the sign, 11 bits for the exponent, and 52* bits for the value), i.e. double has 15 decimal digits of precision.This article focuses on discussing the abnormal behavior of floating-point and double values.Program 1:Explanation: In the above program, the output is “it’s movie time” instead of “it’s geek time”. So here is the explanation for that as f is a floating-point value and ‘0.2’ is a double value so due to the precision difference of both data types, this abnormal behavior can be seen. In the statement,  if(f==0.2), f is being compared with 0.2 thus internally it’s written like this:As 0.2 is the first cast into float while declaring and assigning in the above line (due to which the precision decreases and it gets rounded after some value and loss of some info/precision occurs) and after that, it is again cast into the double in the if statement but the lost value can not be fetched back. Hence, this behavior can be seen.For a more clear understanding, let’s take an example(analogy) of the base 10 number system.Let’s take 10/3 and represent it to 5 significant figures: 3.3333 or 3.3334 (in the case of rounding off). That’s the “float” f. Now convert the value of f to a value with 8 significant figures (f to “double”)- 3.3333000 or 3.3334000 (in the case of rounding off). That’s not equal to 3.3333333 (The value of 10/3 directly as a double). Replace float f = 0.2 with double f = 0.2 or long double f = 0.2 while declaring/initializing the variable:Below is the C/C++ program to illustrate the above idea:Typecast 0.2 to a float while comparing inside the if statement:Below is the C/C++ program to illustrate the above idea:Write 0.2 as a floating-point value: Below is the C/C++ program to illustrate the above idea:By checking if the difference between both the values is very minute(1e-9) by declaring an acceptableDifference variable:Below is the C/C++ program to illustrate the above idea:Note: This last method is preferred when there is no requirement to change the data type of any variable anywhere in the program else any of the above methods listed can be followed too as they are easy, short, and less complicated. Be extra cautious and careful while comparing floating-point numbers in the if statements.Want to learn from the best curated videos and practice problems, check out the C Foundation Course for Basic to Advanced C.",cpp,"['C-Data Types', 'C Language', 'C Programs', 'C++', 'C++ Programs']",https://www.geeksforgeeks.org/abnormal-behavior-of-floating-point-and-double-values/
Rust – Box Smart Pointer,"Box allows us to store data in the heap contrary to the default scheme of Rust to store as a stack.Box is basically used for:Let’s create a box to store i32 value in a heap.Example:Output:We will be using a cons list to create a list of values. cons list takes two values the first one is the current value and the other is the next value, it performs a recursive call to cons function to generate a list, where the base condition for the recursive call is Nil.Example:It won’t compile because the List variable size cannot be determined prior to compilation.Output:There is an error that tells the List has infinite size because the compiler cannot determine the size of List during compilation. So we will be using a pointer to the list rather than the list itself to overcome this error. Since the size of the pointer is fixed irrespective of the data type to which it is pointing, therefore the compiler can determine its size during compilation. Let’s see this implementation using Box<T>.Example:Output:",rust,"['Picked', 'Rust custom-types', 'Rust']",https://www.geeksforgeeks.org/rust-box-smart-pointer/
Rust – Recoverable Errors,"An error is basically an unexpected behavior or event that may lead a program to produce undesired output or terminate abruptly. Errors are things that no one wants in their program. Recoverable errors are those that do not cause the program to terminate abruptly. Example- When we try to fetch a file that is not present or we do not have permission to open it.Most language does not distinguish between the two errors and use an Exception class to overcome them while Rust uses a data type Result <R,T> to handle recoverable errors and panic! macro to stop the execution of the program in case of unrecoverable errors. Result<T,E> is an enum data type with two variants OK and Err which is defined something like this:-T and E are generic type parameters where T represents the type of value that will be returned in a success case within the Ok variant, and E represents the type of error that will be returned in a failure case within the Err variant.OutputSince the file gfg.txt was not there so the Err instance was returned by File. If the file gfg.txt had been found then an instance to the file would have been returned.If a file is not found just like the above case then it will be better if we ask the user to check the file name, file location or to give the file specifications once more or whatever the situation demands.OutputIn the above program, it basically matches the return type of the result and performs the task accordingly.Let’s create our own errors according to business logic. Suppose we want to produce an error if a person below 18 years tries to apply for voter ID.OutputIf we want to abort the program after it encounters a recoverable error then we could use panic! macro and to simplify the process Rust provides two methods unwrap() and expect().OutputThe unwrap() calls the panic! macro in case of file not found while it returns the file handler instance if the file is found. Although unwrap() makes the program shorter but when there are too many unwrap() methods in our program then it becomes a bit confusing as to which unwrap() method is called the panic! macro. So we need something that can produce the customized message. In that case, expect() method comes to the rescue.Output:We passed our message to panic! macro via the expect parameter.",rust,"['Picked', 'Rust']",https://www.geeksforgeeks.org/rust-recoverable-errors/
Rust – Concept of Ownership,"Rust programming language is known for its memory management. This article explains how Rust uses its Ownership model for better memory management. If you want to have a recap of Rust syntax before getting on this article you can refer to the Rust Archives.Generally, there are 2 ways to manage memory in a program by using either Garbage Collects (or) programmer has to explicitly define the memory usage. Both the options have their advantages and disadvantages like explicit managing being faster but Garbage collection being easier to implement. Rust follows a new approach called “Ownership” which promises to be faster and will be easier when you get used to it.  The ownership model is new for programmers but when you understand and start practicing you can get better at using it.Memory safety is the property of a program where memory pointers always used to point to valid memory of the correct type and size. A memory unsafe program may crash or produce unexpected output and errors. It also may cause data leaks which in turn reducing the security of the program. One of the examples that can cause memory safety issues is Dangling pointers(pointers that point to invalid data (or) null).Rust stores primitive datatypes directly into the memory but complex datatypes are generally stored in either Stack (or) Heap.Stack stores variables of size at compile time.A stack follows a last in first out order. All scalar types can be stored in the stack as the size is fixed. If the size of the variable is unknown at compile time then they are stored in a heap which is suitable for dynamic datatypes. Heap is allocated used to store variables that may change throughout the life cycle of the program. Performing operations on a stack are faster than heap because of fixed size and direct access.Rust ownership rules are the guidelines (or) standards for the Ownership model. These areHere is a simple Rust program following the above rulesOutput:Let us look into the program once. The main function has only one line calling print_gfg() function. The print_gfg() function prints out the string “GeeksForGeeks”.  We used the variable “gfg” to store the string “GeeksForGeeks”, so gfg will become the string, and as it is declared in print_gfg() function the scope of the variable where its is the owner and valid is till the end of the function.Rust ownershipIn the above program, we have seen how a variable can access data, Now we will see an example of how multiple interacts with the same data.In this Program the variable gfg1 copies data in variable gfg but is valid because size of the variable is known before compile time, so Rust stores the variable in stack.program validNow lets us look at a program where data is stored in heap and try to copy that data to another variableThis gives an error because the size of gfg variable is unknown at compile-time and when we refer gfg1 to gfg the pointer moves from gfg to gfg1 rather than copying. To make it copy the data rather than moving it wen need to use the clone methodcloneYou can learn more about how Rust handles multiple data variables from References and Borrowing",rust,"['Picked', 'Rust']",https://www.geeksforgeeks.org/rust-concept-of-ownership/
Rust – Concept of Smart Pointers,"Pointers are basically variables that store the address of another variable.  While smart pointers are data types that behave like a traditional pointer with additional capabilities such as automatic memory management or bounds checking.What makes smart pointers different from normal pointers are:-What makes smart pointers different from structs:-Deref trait allows an instance of a smart pointer struct to behave like a reference so that the code that works with pointers can also work with smart pointers.Drop trait allows us to customize the code that should run when an instance of the smart pointer goes out of scope.Some of the smart pointers are:-Box<T>Box allows us to store data in the heap contrary to the default scheme of Rust to store as a stack.Box is basically used:Let’s create a box to store i32 value in a heapOutputUsing Box<T> for recursive typeWe will be using cons list to create a list of values. cons list takes to values the first one is the current value and the other is the next value, it performs a recursive call to cons function to generate a list, where the base condition for the recursive call is Nil.It won’t compile because the List variable size cannot be determined prior to compilation.Output:There is an error that tells the List has infinite size because the compiler cannot determine the size of List during compilation. So we will be using a pointer to the list rather than the list itself to overcome this error. Since the size of the pointer is fixed irrespective of the data type to which it is pointing to, therefore the compiler can determine its size during compilation. Let’s see this implementation using Box<T>Output:Defining our own smart pointer:Here, we have defined a Custom smart pointer as a tuple struct with one value. We have defined a new method which is called when the smart pointer is instantiated, that returns a custom smart pointer.Just like an ordinary pointer, we can get the value of the box by using the ‘*’ operator.Output:Whenever the instance of smart pointer goes out of scope then the drop function is called.Output:",rust,"['Picked', 'Rust']",https://www.geeksforgeeks.org/rust-concept-of-smart-pointers/
Rust – Switch Case,"Switch statement is basically nested if statement, though it does not support expression, it matches an int, string, or boolean data type variable with a given set of cases that are provided by the programmer. It is mainly used in a menu-driven program where the user selects which function they want to run. A switch case in Rust is achieved by the keyword match. Let’s see a few examples to see how it works.Unlike C or Java, only the case corresponding to the match is executed, so we need not worry about fall through. Thereby saving our effort to write a break statement after each case. Default case, where no match is found, is handled by the case ‘_’ (underscore). There is something special in Rust, the cases can have more than one value. Example:OutputSeveral values can be included in a single case by separating them via ‘|’.Example:Output It’s not the end we can also include a range of values in each case.  A range is inclusive in this case that means both the ends are also included.Example:OutputAs stated in the beginning we can also use boolean values to match cases, we will now go for it. One more thing is that match can be used in an expression.Example:OutputAt last, we will see how strings are used in matches.Example:Output",rust,"['rust-control-flow', 'Rust']",https://www.geeksforgeeks.org/rust-switch-case/
Rust – Concept of Structures,"Structures are basically user-defined type mainly used for grouping different data types together. It overcomes the limitation of a traditional array that can only contain elements of the same data type. A structure can also contain a structure in itself. In Rust, structures are similar to tuples, but structure elements are easily accessible since they are named instead of indexed in the case of tuples.In Rust, structures are of three typesA structure is defined by struct keyword followed by the key-pair elements.Here we have defined a Student structure using the struct keyword and its elements -“name”, “roll” and “dept”, along with their expected data types. We have also defined the unit struct and the tuple struct. When we defined the structure, no memory is allocated to it. Only when we will initialize it then it will be allocated.Now, we will initialize our Student structure. Structure elements are accessed using the “.” (dot) operator.Output:Since we want to update the value of a structure so the variable by which we are initializing it i.e. student1 in the above case should be declared mut (a variable that can be updated), otherwise by default it is immutable (can’t be updated). Output:As earlier said, we can use a structure within another structure. Let us see.Output:Here we tried to add address structure into student structure. One thing to be noted is that the addr structure should be defined before the student structure and the same goes during initialization. Notice the method used to access the elements of a structure that is part of another structure. For this, we have used the dot operator twice as in student1.addr.pin.Defining methods for a structureOutput:We started an impl (implementation) block, within which we defined the method area for the triangle. We passed the address of the instance of the struct to the function and used self to refer to it.",rust,"['Picked', 'Rust struct', 'Rust']",https://www.geeksforgeeks.org/rust-concept-of-structures/
Rust – References & Borrowing,"As Rust Ownership rules say one owner at a time but there might some cases where we need to perform an action on data without affecting its original value. This is done via borrowing. Borrowing is like in general when we borrow something, and we are done with it, we give it back, but this doesn’t make us the owner of the data. Reference is an address that is passed to a function as an argument, and they always start with ampersand(&).Let taken an exampleThe variable gfg contains a string and is passed on to a function calculate_length as a reference which means gfg_len borrows the value of variable gfg to calculate its length, and it returns the borrowed at the end of the function. The function then returns the length of the passed reference string.referenceVisual Representation of References:visual representationNow let us try to change the value of the borrowed program and see what we getLike variables in Rust, all references are mutable by default. Let us try to change the value we are referencing.This gives an error because values borrowed can’t be modified because we aren’t the owner of the value.Rust supports mutable references which means we can change the value it references if it’s a mutable variable. There are some restrictions on how we use mutable references.Let us change the program above to be valid",rust,"['Picked', 'Rust-basics', 'Rust']",https://www.geeksforgeeks.org/rust-references-borrowing/
Rust – Error Handling,"An error is basically an unexpected behavior or event that may lead a program to produce undesired output or terminate abruptly. Errors are things that no one wants in their program. We can try to find and analyze parts of the program that can cause errors. Once we found those parts then we can define how those parts should behave if they encounter an error. This process of finding and defining cases for a particular block of code is what we call Error Handling. One thing we should keep in mind that we cannot completely get rid of errors but we can try to minimize them or at least reduce their effect on our program.In Rust, errors can be classified into two categories namely recoverable and unrecoverableMost language does not distinguish between the two errors and use an Exception class to overcome them while Rust uses a data type Result <R,T> to handle recoverable errors and panic! macro to stop the execution of the program in case of unrecoverable errors. We will first see how and where should we use panic! macro. Before it, we will see what it does to a program.Output:So, it basically stops the execution of the program and prints what we passed it in its parameter.panic! the macro may be in library files that we use, let us see some:Output:Since we are trying to access elements beyond the bounds of vector therefore it called a panic! macro.We should only use panic in a condition if our code may end up in a bad state. A bad state is when some assumption, guarantee, contract, or invariant has been broken, such as when invalid values, contradictory values, or missing values are passed to our code and at least one of the following:-Result<T,E> is an enum data type with two variants OK and Err which is defined something like thisT and E are generic type parameters where T represents the type of value that will be returned in a success case within the Ok variant, and E represents the type of error that will be returned in a failure case within the Err variant. Output:Since the file gfg.txt was not there so the Err instance was returned by File. If the file gfg.txt had been found then an instance to the file would have been returned. If a file is not found just like the above case then it will be better if we ask the user to check the file name, file location or to give the file specifications once more or whatever the situation demands.Output:In the above program, it basically matches the return type of the result and performs the task accordingly.Let’s create our own errors according to business logic. Suppose we want to produce an error if a person below 18 years tries to apply for voter ID.Output:If we want to abort the program after it encounters a recoverable error then we could use panic! macro and to simplify the process Rust provides two methods unwrap() and expect().Output:The unwrap() calls the panic! macro in case of file not found while it returns the file handler instance if the file is found. Although unwrap() makes the program shorter but when there are too many unwrap() methods in our program then it becomes a bit confusing as to which unwrap() method called the panic! macro. So we need something that can produce the customized messages. In that case, expect() method comes to the rescue.Output:We passed our message to panic! macro via the expected parameter.",rust,"['Picked', 'Rust exceptions', 'Rust']",https://www.geeksforgeeks.org/rust-error-handling/
Rust – Strings,"String data type makes a very important part of any programming language. Rust handles strings a bit differently from other languages.  The String data type in Rust is of two types:String Literal or &str are called ‘string slices’, which always point to a legitimate UTF-8 sequence. It is used when we know the value of a string at compile time. They are a set of characters and static by default.Example 1: Declaring string literals.Output:The String Object is provided by the Standard Library in Rust. It is not a part of the core language and String is heap-allocated, growable, and not null-terminated. They are commonly created by converting them from a string slice by using the to_string() method.Example 2: Declaring String Object and converting String Literal to String ObjectOutput:Example 3: Creating an empty string and then set its value.Output:Rust allows many methods to be used with Strings just as JAVA does. Also, it supports many methods such as indexing, concatenation, and slicing.",rust,"['Picked', 'Rust-basics', 'strings', 'Rust']",https://www.geeksforgeeks.org/rust-strings/
Rust – Drop Trait,"Drop trait lets us customize what happens when a value is about to go out of scope. Drop trait is important to the smart pointer pattern. Drop trait functionality is used when implementing a smart pointer. For example, Box<T> customizes Drop to deallocate the space on the heap that the box points to.Drop trait can be used to clean up values when they go out of scope.Syntax:Variables are dropped in the reverse order of their creation, so d was dropped before c. In Rust, the drop is automatically called up when our instances go out of scope.With the help of the given examples, it will be easy to understand that how the drop method works:Example 1:Output 1:Example 2:Output 2:The std::mem::drop function is not the same as the drop method in the Drop trait. We can call it by passing the value we want to drop the value before the end of the scope. In Rust, we cannot call the Drop trait’s drop method manually but we have to call the std::mem::drop function. Example:In the above example, we call the drop() method manually. The Rust compiler throws an error that we are not allowed to call the drop() method explicitly. Instead of calling the drop() method explicitly, we call the std::mem::drop function to drop the value before it goes out of the scope.The syntax of std::mem::drop function is different from the drop() function defined in the Drop trait. The std::mem::drop function contains the value passed as an argument which is to be dropped before it goes out of the scope.Output:",rust,"['Picked', 'Rust traits', 'Rust']",https://www.geeksforgeeks.org/rust-drop-trait/
Vectors in Julia,"Vectors in Julia are a collection of elements just like other collections like Array, Sets, Dictionaries, etc. Vector are different from Sets because vectors are ordered collection of elements, and can hold duplicate values, unlike sets which require all the elements to be unique. Vectors are one-dimensional arrays, and support mostly the same interface as their multi-dimensional counterparts. Syntax:vector_name = [value1, value2, value3,..]vector_name = Vector{DataType}([value1, value2, value3,..])Note: Vector{T} where T is some type means the same as Array{T,1}.Vector{Int}Array{Int64,1}# Vector{Int} = one-dimensional Vector of Int64.Vector{Float64}Array{Float64,1}A 1D Vector or 1-dimensional Vector is a linear representation of elements. A 1D Vector can only have either a row or a column. It represents a type of list that can be accessed by subsequent memory locations. Vectors can be resized. Elements can be added or removed from the front or back of the vector.A Vector in Julia can be created with the use of a pre-defined keyword Vector() or by simply writing Vector elements within square brackets([]). There are different ways of creating Vector.Output:Elements of a vector can be accessed by passing the index of the value in the vector as a parameter to the vector_name. This index is passed within ‘[ ]’. A range of vector elements can be accessed by passing the index range with the use of ‘:’.Example: Accessing elements in a VectorOutput:It pushes the elements into a vector from the rear end. This push operation is performed with the use of a predefined push!() function.Output:It is used to pop or remove elements from a vector from the rear end. This pop operation is performed with the use of pop!() function.Output:Julia provides a predefined function called unshift!() to push the elements into a vector from the front end.Output:Julia provides a predefined function called shift!() which is used to pop or remove elements from a vector from the front.Output:To add a list of items into a vector, julia provides a predefined function append!().Output:Sum of vector elements can be calculated with the use of Julia’s predefined function sum().Output:To compute the average of vector elements, Julia provides a predefined function mean() to calculate the average of elements.Output:Output:Output:",julia,"['Picked', 'Julia']",https://www.geeksforgeeks.org/vectors-in-julia/
Logistic Regression in Julia,"Logistic Regression, as the name suggests is completely opposite in functionality. Logistic Regression is basically a predictive algorithm in Machine Learning used for binary classification. It predicts the probability of a class and then classifies it based on the predictor variables’ values.The dependent variable(y) in logistic regression, is binary and takes 2 possible values 0 or 1. For example: If we want to check if the mail is spam or not. Then y will have values – 1 for spam and 0 for not spam.Logistic regression is analogous to linear regression in some aspects, just that in linear regression y is a continuous variable, whereas in logistic regression y needs to lie between 0 and 1. As, y is nothing but the predicted value and predicted value is nothing but the probability of y equals to 1, P(y = 1).We know, the equation for linear regression:Now, we know that this equation yields a continuous value of y. So as to restrict the predicted value of y in the 0 – 1 range, we apply the sigmoid function. The sigmoid function is,Computing the value of y from the above equation and then putting in the linear regression equation, we get:Hence, we finally get the equation for Logistic Regression. Using this equation, we can find the value of the probability of y when the value of x is known. In the above equation, b0  is the intercept and b1 is the slope matrix for all values of x. Collectively, we can refer to all as regression coefficients.To learn more I will take the example of the Churn Modelling Data, a well-known dataset to predict a customer has churned out or not based on a number of features. Let’s start with it in Julia.In this step, we will import all the required packages we will be using. Don’t be afraid if you miss any package, you can definitely add it simultaneously.Output:To read the data we use the CSV.file function and then convert it into data frame using DataFrame function.Output:Output:The dependent variable, y in this case is the last column (‘Exited’). The first column is just the row numbers and the variable from the second column are predictors or independent variables. Also, the size of our dataset is 10,000 rows and 14 columns. From the summary, we find that the dataset has no missing or null values. The column names don’t have any spaces or special characters in them, hence we can go further without any problem.Output:We use the glm function for logistic regression.Output:Once, we have built our model and trained it, we would evaluate the model on test data to see how accurately it works.Output:The glm model gives us the probability score of class 1. After getting the probability score we need to classify it as 0 or 1 based n the threshold score. Usually, the threshold is considered 0.5.With the help of the above code, we got the probability scores. Now, let’s convert these into classes 0 or 1. For probability > 0.5 will be given class 1, otherwise 0.Output:After, predicting the classes of our test data, the next step is to evaluate the model by analyzing the accuracy.By Accuracy, we mean the total number of classes our model predicted correctly.Output:So, our model yields an accuracy of approximately 80% which is a good score. Now, to get better insights of accuracy we analyze the confusion matrix.The confusion matrix is just another way to evaluate the performance of any classification model.Output:The above output informs us that due to class imbalance our model classifies maximum observations as class 0. This is the reason for a moderate accuracy of 80%.",julia,"['Picked', 'Julia']",https://www.geeksforgeeks.org/logistic-regression-in-julia/
Polynomial Regression in Julia,"In statistics, polynomial regression is a form of regression analysis in which the relationship between the independent variable x and the dependent variable y is modeled as an nth degree polynomial in x. Polynomial regression fits a nonlinear relationship between the value of x and the corresponding conditional mean of y, denoted E(y |x). Polynomial regression is one example of regression analysis using basis functions to model a functional relationship between two quantities.Polynomial Regression in Julia can be implemented by using Polynomials.jl package. Polynomials.jl is a Julia package that provides basic arithmetic, integration, differentiation, evaluation, and root finding over dense univariate polynomials.To install the package, runpkg> add PolynomialsOnce the package installed, you can load the package usingusing PolynomialsSyntax:julia> using PolynomialsNow, let’s see how can we use Polynomial.jl to achieve arithmetic, integration, differentiation, evaluation, and root finding over dense univariate polynomials.The usual arithmetic operators are overloaded to work on polynomials and combinations of polynomials and scalars.The following arithmetic operators are supported on all primitive numeric types:Integrate the polynomial p term by term, optionally adding a constant term k. The degree of the resulting polynomial is one higher than the degree of p (for a nonzero polynomial).Differentiate the polynomial p term by term. The degree of the resulting polynomial is one lower than the degree of p.Return the roots (zeros) of p, with multiplicity. The number of roots returned is equal to the degree of p. By design, this is not type-stable, the returned roots may be real or complex.Fit a polynomial (of degree deg or less) to x and y using a least-squares approximation.",julia,['Julia'],https://www.geeksforgeeks.org/polynomial-regression-in-julia/
Decision Tree Classifiers in Julia,"In statistics in Julia, classification is the problem of identifying to which of a set of categories (sub-populations) a new observation belongs, on the basis of a training set of data containing observations (or instances) whose category membership is known.In the terminology of machine learning, classification is considered an instance of supervised learning, i.e., learning where a training set of correctly identified observations is available.Some of the classification techniques which we have are:A Decision Tree is a simple representation of classifying examples. It is a Supervised Machine Learning where the data is continuously split according to a certain parameter.Decision trees are commonly used in operations research and operations management. If in practice, decisions have to be taken online with no recall under incomplete knowledge, a decision tree should be paralleled by a probability model as the best choice model or online selection model algorithm. Another use of decision trees is as a descriptive means for calculating conditional probabilities.A decision tree has mainly three components:Decision Tree is a flow chart like structurePackages and RequirementsOutput:Output:",julia,['Julia'],https://www.geeksforgeeks.org/decision-tree-classifiers-in-julia/
